degree,travel_time
0.0,0.0
8.0,147.74456068517986
16.0,248.2285623154148
24.000000000000004,332.6350774124123
32.0,403.8640111257047
40.0,471.01194661724514
48.00000000000001,534.6554512514605
56.0,593.7199043176981
64.0,648.8793079492859
72.0,698.1705645399068
80.0,743.4891790414064
88.0,784.7555460974364
96.00000000000001,824.1515578019998
104.0,863.4284647626191
112.0,903.1423567853474
119.99999999999999,942.5383684899109
128.0,981.81527545053
136.0,1021.529167473258
144.0,1060.9251791778217
152.0,1100.2020861384406
160.0,1139.9159781611688
168.0,1179.3119898657326
176.0,1218.5888968263514
184.0,1218.5888968263516
192.00000000000003,1179.3119898657326
200.0,1139.915978161169
208.0,1100.2020861384408
216.0,1060.925179177822
224.0,1021.529167473258
232.00000000000003,981.8152754505301
239.99999999999997,942.538368489911
248.0,903.1423567853473
256.0,863.4284647626189
264.0,824.1515578019998
272.0,784.755546097436
280.0,743.4891790414066
288.0,698.1705645399072
296.0,648.8793079492859
304.0,593.7199043176984
312.0,534.6554512514606
320.0,471.0119466172451
328.0,403.8640111257045
336.0,332.63507741241233
344.0,248.22856231541456
352.0,147.74456068518032
