degree,travel_time
0.0,0.0
2.0,37.388541305382596
4.0,70.27716804340687
6.000000000000001,97.42400085551562
8.0,125.73926543965821
10.0,151.5288837255329
12.000000000000002,178.20432601875874
14.0,204.9038324269711
16.0,230.24218539000458
18.0,253.95685115917027
20.0,278.76049789504935
22.0,297.07798198489957
24.000000000000004,318.3912426119554
26.0,337.99729709195316
28.0,355.6241816882379
29.999999999999996,373.2398332710484
32.0,391.07100069776175
34.0,408.0202244057435
36.0,425.74238684535163
38.0,442.0730110963227
40.0,458.73629455408934
42.0,475.1233467466981
44.0,492.9851550333547
46.0,507.29328963873087
48.00000000000001,522.8655822117139
50.0,538.484685679916
52.0,553.4453257684669
54.0,568.3966740842674
56.0,583.3183539304837
58.00000000000001,596.7578942081401
59.99999999999999,612.0911780809429
62.0,625.1320649127712
64.0,638.7578470864862
66.0,651.2324524279604
68.0,663.5107580145873
70.0,675.9511891644438
72.0,688.2588879522224
74.0,700.2486202807041
76.0,711.509935641781
78.0,723.058557300132
80.0,735.6555705065122
82.0,744.1067759343816
84.0,754.6163587658615
86.0,764.9365967721994
88.0,776.3430535385069
90.0,783.7125741143122
92.0,793.1665502196926
94.0,804.0594127666573
96.00000000000001,811.6012975429721
98.0,820.5040051765369
100.0,829.6081813875741
102.0,838.9764000719008
104.0,847.6044524816863
106.0,855.8702145821625
108.0,864.6546753644387
110.0,874.4124666640578
112.0,882.62388200956
114.00000000000001,891.3315968989482
116.00000000000001,900.3272391433793
118.00000000000001,909.3050392438445
119.99999999999999,918.4040256507083
122.0,928.9690396753091
124.0,936.2057445007031
126.0,945.0714375974693
128.0,953.9380718162106
130.0,963.4981882870987
132.0,973.6527518902144
134.0,982.7994991577424
136.0,989.5706245315411
138.0,998.6154369237379
140.0,1007.5339101811675
142.0,1016.6843554063994
144.0,1025.6057352813743
146.0,1034.651232868683
148.0,1043.6191616901392
150.0,1053.2552856189677
152.0,1061.8312950863572
154.0,1070.5018640518265
156.0,1079.222826369771
158.0,1088.0958849319434
160.0,1098.3512042033683
162.0,1107.1370861251737
164.0,1115.2491620752726
166.0,1124.18943896199
168.0,1132.9385409825186
170.0,1142.2511036830267
172.0,1150.9172028996402
174.0,1160.2344680812896
176.0,1181.4012733013694
178.0,1178.2060289923104
180.0,1186.445695090396
182.0,1178.0012811189606
184.0,1169.2162131978457
186.0,1160.4813690668536
188.0,1151.032932348532
190.0,1142.8657821262739
192.00000000000003,1133.1396789697073
194.0,1125.3235170124192
196.0,1116.169073649206
198.0,1107.343867113038
200.0,1097.163614755455
202.0,1088.1220332233852
204.0,1079.2141488404716
206.0,1070.7290961928277
208.0,1061.4547157810348
210.00000000000003,1052.5392784917613
212.0,1043.5713610061
214.0,1035.3449074923255
216.0,1026.070187530115
218.0,1016.4635664584915
220.0,1007.5747139085497
222.0,998.4972930478712
224.0,989.539491125542
226.0,980.6789730920995
228.00000000000003,971.6799417228929
230.0,962.7921502536733
232.00000000000003,953.9036545307702
234.0,945.0600614298507
236.00000000000003,936.1972232906901
238.0,927.3064660804574
239.99999999999997,918.4337505361162
242.0,909.2578286104133
244.0,900.6957319446069
246.00000000000003,894.3362428545429
248.0,882.4080391612201
250.00000000000003,875.0162471438371
252.0,865.5211786514128
254.00000000000003,856.5337448553001
256.0,847.0184312605734
258.0,838.9519995812402
260.0,829.2764998799939
262.0,820.4686289830622
264.0,811.4547813827749
266.0,804.0413440858672
268.0,793.6889722685396
270.0,783.7082127115101
272.0,775.3290497422909
274.0,765.9497281066512
276.0,754.5208820566454
278.0,744.1149114462862
280.0,735.5194314335247
282.0,722.8294239207275
284.0,714.0142635356483
286.0,700.1090738078414
288.0,688.7433264665098
290.0,676.4651975270328
292.0,663.4809864624956
294.0,650.6780674434858
296.0,637.5107657988443
298.0,624.2072854024798
300.0,611.2584333602682
302.0,596.7225794512021
304.0,582.5888295466166
306.0,568.1548122191289
308.0,553.4704211541955
310.0,538.5687966837421
312.0,523.0188382208526
314.0,507.49376367213745
316.0,491.56315902105587
318.0,475.24269894804024
320.0,458.7506103831624
322.0,443.6293644340321
324.0,425.0941783904877
326.0,408.4925064014098
328.0,391.1015723836314
330.0,373.39418647642395
332.0,355.66613054273273
334.0,337.9631845283602
336.0,319.0347859436629
338.0,297.0780247423895
340.0,275.4613564045856
342.0,253.4625829169097
344.0,230.2421904062178
346.0,205.20497353191004
348.0,178.20439219532363
350.0,151.78795878318275
352.0,124.56254239288532
354.0,98.12748873569163
356.0,70.74464092141268
358.0,37.38854048216341
